"income_band","inc_low","inc_high","inc_mid","age_band","age_band_key","members","pp3","pp4","pp6","pp8","pp10","ppn"
"$101     -   $1,000",101,1000,550.5,"35-44","ks_35_44",14709.6813337828,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$101     -   $1,000",101,1000,550.5,"45-54","ks_45_54",9296.40057224607,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$101     -   $1,000",101,1000,550.5,"55-64","ks_55_64",9644.32817451426,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$101     -   $1,000",101,1000,550.5,"65+","ks_65p",1655.27624826553,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"Under 16","ks_u16",4745.35080053705,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"16-17","ks_16_17",2832.81258605932,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"18-24","ks_18_24",8720.34709616494,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"25-34","ks_25_34",7099.14090812194,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"35-44","ks_35_44",6094.01083828143,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"45-54","ks_45_54",3905.37784805361,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"55-64","ks_55_64",4344.67950769822,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$1,001  -   $2,000",1001,2000,1500.5,"65+","ks_65p",891.704898354734,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
"$2,001  -   $3,000",2001,3000,2500.5,"Under 16","ks_u16",2111.49991851053,0.191216623526571,0.0350043747676157,0.0176627717111654,0.0126809619987555,0.0170579682068297,0.726377299789063
